order_number,user_id,completed_time,items_ordered
3057301128,7687706.0,2017-08-09 14:37:07,17
7994826979,14463787.0,2017-08-07 23:37:21,17
17565193518,10632752.0,2017-07-25 08:24:26,14
7921982920,14215383.0,2017-08-09 01:19:50,14
5397043656,6276621.0,2017-07-26 21:05:09,8
17729815236,11146577.0,2017-07-27 14:15:59,21
1516107928,14323894.0,2017-08-07 19:29:54,4
20225983248,11420175.0,2017-07-29 15:13:18,18
15884898365,15652104.0,2017-08-09 08:10:29,18
3591419387,8381867.0,2017-07-25 00:05:11,5
12475512248,12960324.0,2017-08-09 12:50:08,51
12637887418,12279423.0,2017-08-04 15:47:59,11
22481356394,11594323.0,2017-07-31 06:06:07,12
21526432113,10391862.0,2017-07-24 09:51:58,7
16598166821,12088037.0,2017-08-04 05:38:50,9
18874840106,12572248.0,2017-08-05 07:59:01,11
12370561201,512057.0,2017-07-28 20:39:11,17
15652487252,8422089.0,2017-08-01 06:47:45,26
430426968,10538164.0,2017-07-24 19:39:29,2
7878813093,15456519.0,2017-08-08 22:56:27,11
3818511704,13719459.0,2017-08-07 07:52:51,26
10415950499,10333960.0,2017-07-24 06:45:56,16
8777365248,9253933.0,2017-08-04 05:55:02,13
16600587571,15656082.0,2017-08-09 08:15:58,19
2253482500,10407995.0,2017-07-24 11:04:04,5
10523216266,16145376.0,2017-08-10 03:32:35,17
2702530705,12329811.0,2017-08-04 18:33:14,6
879849797,11350781.0,2017-07-29 18:50:23,11
2096781798,3465943.0,2017-07-26 20:27:25,13
21866047606,11783720.0,2017-08-01 14:07:04,7
22626367921,11301498.0,2017-07-31 17:26:25,3
22532463038,16735225.0,2017-08-11 14:43:49,7
9544132739,13766532.0,2017-08-07 08:33:41,9
2597811682,10395619.0,2017-07-24 10:09:53,27
15128961988,11702392.0,2017-07-31 19:23:43,3
11270354292,16462953.0,2017-08-10 18:07:56,6
13191646458,16328585.0,2017-08-10 12:03:23,9
3081946824,15343809.0,2017-08-08 19:57:38,18
19482638106,16504280.0,2017-08-10 21:10:37,19
6987524706,13451386.0,2017-08-06 20:05:13,5
11112210432,7682402.0,2017-07-27 11:04:01,8
4087244026,14158144.0,2017-08-07 16:13:31,8
4574002962,8127275.0,2017-08-11 18:52:31,6
9817268043,14282567.0,2017-08-07 18:36:22,20
16416268745,11518299.0,2017-07-30 12:26:51,6
1899933377,12760982.0,2017-08-05 12:00:46,5
17422359631,16002168.0,2017-08-09 17:57:57,3
6283966114,13191711.0,2017-08-06 13:55:03,5
10485978323,8969948.0,2017-07-24 05:47:41,5
5689084431,2017288.0,2017-07-30 09:18:01,13
17078327563,11257077.0,2017-08-08 09:07:16,13
17362012231,11595649.0,2017-07-31 06:15:46,13
9357966599,12587939.0,2017-08-05 08:17:34,8
12912045187,16770364.0,2017-08-11 17:43:12,10
5756286475,11608246.0,2017-07-31 08:17:34,3
14935266752,13384423.0,2017-08-06 18:28:51,25
13301499196,12708605.0,2017-08-05 10:43:07,3
7154946030,10341695.0,2017-07-24 07:23:33,6
16316974203,9682452.0,2017-08-09 11:34:01,23
16916274278,10344568.0,2017-07-24 07:30:23,8
21942761231,14768767.0,2017-08-08 08:44:31,19
8176370464,5708209.0,2017-07-30 14:52:46,17
3706481441,13392821.0,2017-08-06 18:44:56,8
13793489597,15042807.0,2017-08-08 13:01:18,6
468278873,13681226.0,2017-08-07 06:30:43,14
15608970838,11845158.0,2017-08-02 05:42:54,6
19945648001,15538510.0,2017-08-09 05:02:37,11
7380618442,11077625.0,2017-07-26 20:08:13,4
10684599929,13200993.0,2017-08-06 14:09:30,18
4923475749,10623470.0,2017-08-09 15:14:43,37
7595889702,14483677.0,2017-08-08 00:36:36,4
18136406453,13136461.0,2017-08-11 14:37:48,17
6213276373,16376542.0,2017-08-10 14:19:14,5
12897791604,8444189.0,2017-08-03 06:52:27,25
5117271817,13191490.0,2017-08-06 14:05:05,22
4393905073,12713909.0,2017-08-05 10:49:20,3
8082843195,10192962.0,2017-07-30 16:56:06,22
19294510572,14644123.0,2017-08-08 07:06:50,5
1023395304,16291015.0,2017-08-10 10:28:39,11
19587013049,11616644.0,2017-07-31 09:13:38,13
8918055788,12705732.0,2017-08-05 10:39:43,29
13871226285,11321830.0,2017-07-28 11:46:32,12
21320758960,11385920.0,2017-07-29 07:54:34,16
9072159353,11026132.0,2017-07-26 15:30:07,5
20250611924,11486475.0,2017-07-30 10:04:39,4
4768709370,10978617.0,2017-07-26 11:38:36,7
2777872403,7224490.0,2017-08-09 19:26:15,4
17721872508,16680417.0,2017-08-11 11:19:04,9
16727756365,1257932.0,2017-08-04 19:53:47,3
19932006126,14920373.0,2017-08-08 12:29:36,11
16510341804,15179827.0,2017-08-08 16:21:24,29
15512070159,11981515.0,2017-08-03 08:30:39,12
2168058545,12024389.0,2017-08-03 13:50:56,12
1060812900,1441583.0,2017-08-05 22:57:24,10
20025356065,9092603.0,2017-07-26 06:07:38,6
807394507,13928083.0,2017-08-07 12:06:00,16
22900720638,11079835.0,2017-07-26 20:17:09,3
4531769465,15900729.0,2017-08-09 14:19:23,16
9396515588,1284231.0,2017-07-30 10:23:06,11
2055076197,11018839.0,2017-07-26 14:59:04,10
20000681274,931073.0,2017-07-26 05:52:35,6
19781425195,12215996.0,2017-08-04 12:39:26,4
15804644396,10747893.0,2017-08-05 09:42:11,21
3471624232,14540253.0,2017-08-08 04:44:54,6
4838621642,2460172.0,2017-08-02 11:10:52,12
8469574280,1927120.0,2017-07-31 06:08:50,19
12274812477,504322.0,2017-07-30 16:12:25,4
13212427280,12212681.0,2017-08-04 12:35:23,5
996314943,14913522.0,2017-08-08 10:49:41,10
14968111810,16259412.0,2017-08-10 09:18:30,43
3421811959,13626197.0,2017-08-07 04:16:44,5
11170599152,10403354.0,2017-07-24 10:43:05,4
9175175939,13552604.0,2017-08-10 14:42:43,18
20157149584,16143387.0,2017-08-10 03:15:54,19
19158020269,16405714.0,2017-08-10 15:24:01,13
15103747410,12685621.0,2017-08-05 10:13:00,10
7273588310,12575342.0,2017-08-05 09:05:37,4
